Video analysis detailed log																						
																						
Face Model:	General																					
Calibration:	-																					
Start time:	55:04.8																					
Filename:	C:\Users\owner\Desktop\New folder (2)\7\S001-007.avi																					
Frame rate:	25																					
																						
Video Time	Neutral	Happy	Sad	Angry	Surprised	Scared	Disgusted	Gender	Age	Beard	Moustache	Glasses	Ethnicity	Quality	Mouth	Left Eye	Right Eye	Left Eyebrow	Right Eyebrow	Identity	Stimulus	Event Marker
00:00.4	0.001	0.07253204	0.02880017	0.08956299	0.00937245	0.01194143	0.01868173	Female	25 - 35	None	None	No	Caucasian	0.9157273	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.4	0.001	0.0734511	0.0282357	0.08955027	0.009540774	0.01206494	0.01847318	Female	25 - 35	None	None	No	Caucasian	0.9057782	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.5	0.001	0.07401398	0.02759194	0.08935599	0.009691267	0.01207898	0.01829458	Female	25 - 35	None	None	No	Caucasian	0.895067	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.5	0.001	0.07425813	0.02684237	0.088755	0.009820113	0.01195142	0.01812046	Female	25 - 35	None	None	No	Caucasian	0.8975134	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.6	0.001	0.07403322	0.02602295	0.08779458	0.009928247	0.01170246	0.01791083	Female	25 - 35	None	None	No	Caucasian	0.8954228	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.6	0.001	0.07356856	0.02513663	0.08649876	0.009981462	0.01133895	0.0177029	Female	25 - 35	None	None	No	Caucasian	0.8981884	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.6	0.001	0.07280446	0.02418541	0.08495592	0.009992128	0.01089943	0.01756198	Female	25 - 35	None	None	No	Caucasian	0.8940575	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.7	0.001	0.07203605	0.02324207	0.08330373	0.009974056	0.01044147	0.01743347	Female	25 - 35	None	None	No	Caucasian	0.8931187	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.7	0.001	0.0710328	0.02231616	0.08164593	0.009911641	0.009965578	0.01739023	Female	25 - 35	None	None	No	Caucasian	0.8909695	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.8	0.001	0.06985831	0.02139288	0.07984687	0.009830271	0.009479861	0.01736679	Female	25 - 35	None	None	No	Caucasian	0.8891121	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.8	0.001	0.06860083	0.02048089	0.07795776	0.009734083	0.008983088	0.01735031	Female	25 - 35	None	None	No	Caucasian	0.8881121	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.8	0.001	0.06734247	0.01958274	0.07600288	0.009642341	0.008500578	0.01734666	Female	25 - 35	None	None	No	Caucasian	0.889087	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.9	0.001	0.06608955	0.01873014	0.07415949	0.009553717	0.008035187	0.01736258	Female	25 - 35	None	None	No	Caucasian	0.8810313	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:00.9	0.001	0.06489929	0.01794126	0.0724929	0.009466251	0.007607706	0.01741561	Female	25 - 35	None	None	No	Caucasian	0.8814812	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.0	0.001	0.06399127	0.01719704	0.07089711	0.009393896	0.007210889	0.01748043	Female	25 - 35	None	None	No	Caucasian	0.8816886	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.0	0.001	0.06310249	0.01650707	0.06940959	0.009347903	0.006832836	0.01748382	Female	25 - 35	None	None	No	Caucasian	0.8812141	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.0	0.001	0.06234808	0.01588338	0.06811599	0.009331021	0.006507071	0.01748557	Female	25 - 35	None	None	No	Caucasian	0.8693808	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.1	0.001	0.06157526	0.01530811	0.0670285	0.009277406	0.006190176	0.01749113	Female	25 - 35	None	None	No	Caucasian	0.8760032	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.1	0.001	0.0607022	0.01476751	0.06589018	0.009235989	0.005890192	0.01749698	Female	25 - 35	None	None	No	Caucasian	0.8783488	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.2	0.001	0.06027754	0.01428472	0.06487989	0.009209633	0.005639231	0.01759378	Female	25 - 35	None	None	No	Caucasian	0.876415	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.2	0.001	0.05973896	0.01381172	0.06394031	0.009194717	0.00540988	0.01776924	Female	25 - 35	None	None	No	Caucasian	0.8641003	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.2	0.001	0.05935705	0.01336161	0.06302831	0.009203387	0.00519561	0.0178712	Female	25 - 35	None	None	No	Caucasian	0.8646055	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.3	0.001	0.0593125	0.01291682	0.06212621	0.009206391	0.004988594	0.01794651	Female	25 - 35	None	None	No	Caucasian	0.8675462	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.3	0.001	0.06025265	0.01248481	0.06105512	0.009191046	0.004778055	0.0180377	Female	25 - 35	None	None	No	Caucasian	0.8735974	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.4	0.001	0.06831416	0.01198592	0.05963961	0.009100591	0.004505667	0.01824971	Female	25 - 35	None	None	No	Caucasian	0.8704396	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.4	0.001	0.08360515	0.01141069	0.05854612	0.008975771	0.004199276	0.01832649	Female	25 - 35	None	None	No	Caucasian	0.8865538	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.4	0.001	0.1063927	0.01080422	0.05712868	0.008791907	0.003879315	0.01855811	Female	25 - 35	None	None	No	Caucasian	0.8924427	Unknown (Open / Closed)	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.5	0.001	0.1361	0.01018984	0.05534142	0.008579204	0.003613057	0.01843691	Female	25 - 35	None	None	No	Caucasian	0.890911	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.5	0.001	0.1712617	0.009570125	0.05375478	0.008370525	0.003379823	0.01805736	Female	25 - 35	None	None	No	Caucasian	0.8841595	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.6	0.001	0.2102325	0.008963097	0.05258968	0.008173599	0.00317615	0.01752041	Female	25 - 35	None	None	No	Caucasian	0.8812208	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.6	0.001	0.251658	0.008382265	0.05128548	0.00801974	0.002989362	0.01695113	Female	25 - 35	None	None	No	Caucasian	0.8815978	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.6	0.001	0.2944538	0.007837164	0.04959436	0.007932744	0.002822688	0.01642148	Female	25 - 35	None	None	No	Caucasian	0.8819494	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.7	0.001	0.3375966	0.007346728	0.04761376	0.007872673	0.00268593	0.01603216	Female	25 - 35	None	None	No	Caucasian	0.8772236	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.7	0.001	0.3803214	0.006890589	0.04542207	0.007808505	0.00255231	0.01555697	Female	25 - 35	None	None	No	Caucasian	0.8709047	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.8	0.001	0.4220845	0.006472824	0.04310986	0.007749185	0.002426482	0.01514417	Female	25 - 35	None	None	No	Caucasian	0.8695387	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.8	0.001	0.4625371	0.006102317	0.0407369	0.007687104	0.002314733	0.01475694	Female	25 - 35	None	None	No	Caucasian	0.8724818	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.8	0.001	0.5012166	0.005769236	0.03835339	0.007586163	0.002211431	0.01434309	Female	25 - 35	None	None	No	Caucasian	0.8747171	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.9	0.001	0.538019	0.005457566	0.03598575	0.007458264	0.00211617	0.013877	Female	25 - 35	None	None	No	Caucasian	0.8747536	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:01.9	0.001	0.5728028	0.005175067	0.03368333	0.007312074	0.002045195	0.01349641	Female	25 - 35	None	None	No	Caucasian	0.8660697	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.0	0.001	0.6055129	0.004935869	0.03145995	0.007149973	0.001990456	0.01324911	Female	25 - 35	None	None	No	Caucasian	0.8731832	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.0	0.001	0.6358396	0.004743679	0.02934531	0.006969295	0.001962805	0.01320839	Female	25 - 35	None	None	No	Caucasian	0.8785589	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.0	0.001	0.6641352	0.004582589	0.02733797	0.006785356	0.001951377	0.01327966	Female	25 - 35	None	None	No	Caucasian	0.8789873	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.1	0.001	0.690479	0.004438351	0.02543876	0.006610548	0.001953698	0.01336306	Female	25 - 35	None	None	No	Caucasian	0.8835437	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.1	0.001	0.7149934	0.004306511	0.02365168	0.006458093	0.001967791	0.01346375	Female	25 - 35	None	None	No	Caucasian	0.8853892	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.2	0.001	0.7375934	0.004191323	0.02198127	0.006308463	0.001976772	0.01352073	Female	25 - 35	None	None	No	Caucasian	0.8806493	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.2	0.001	0.7582239	0.004087055	0.02042469	0.006154118	0.001981529	0.01358264	Female	25 - 35	None	None	No	Caucasian	0.8824066	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.2	0.001	0.7771155	0.003977429	0.01896406	0.005984901	0.001969362	0.01365995	Female	25 - 35	None	None	No	Caucasian	0.8829993	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.3	0.001	0.7943211	0.003879423	0.01761032	0.005811962	0.001958339	0.01377636	Female	25 - 35	None	None	No	Caucasian	0.8807921	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.3	0.001	0.8100469	0.003793013	0.01636747	0.0056395	0.001946276	0.01392834	Female	25 - 35	None	None	No	Caucasian	0.8787764	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.4	0.001	0.8244473	0.003713171	0.01521365	0.005473138	0.001934391	0.01417823	Female	25 - 35	None	None	No	Caucasian	0.8785366	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.4	0.001	0.8376616	0.00363979	0.01415524	0.005316586	0.001917264	0.01441415	Female	25 - 35	None	None	No	Caucasian	0.8821818	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.4	0.001	0.8498483	0.003569332	0.01318261	0.005177741	0.001896781	0.01457996	Female	25 - 35	None	None	No	Caucasian	0.8779007	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.5	0.001	0.8609552	0.00350642	0.01229551	0.005040857	0.001867961	0.01472497	Female	25 - 35	None	None	No	Caucasian	0.8799137	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.5	0.001	0.871247	0.003442257	0.01148087	0.004919205	0.001841228	0.01481167	Female	25 - 35	None	None	No	Caucasian	0.8766719	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.6	0.001	0.8808345	0.003370129	0.01072929	0.004813042	0.001814183	0.01476293	Female	25 - 35	None	None	No	Caucasian	0.8827773	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.6	0.001	0.8896646	0.003309761	0.01004587	0.00471787	0.001791662	0.01477328	Female	25 - 35	None	None	No	Caucasian	0.8783745	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.6	0.001	0.8978435	0.003251009	0.009423559	0.004655022	0.001779912	0.01472431	Female	25 - 35	None	None	No	Caucasian	0.8789976	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.7	0.001	0.9053312	0.003204287	0.008856696	0.004604486	0.0017617	0.01463973	Female	25 - 35	None	None	No	Caucasian	0.875927	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.7	0.001	0.9121238	0.003154821	0.008334958	0.004539479	0.001737606	0.01447561	Female	25 - 35	None	None	No	Caucasian	0.8840368	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.8	0.001	0.9183744	0.003091828	0.007851649	0.004467278	0.001701733	0.01426535	Female	25 - 35	None	None	No	Caucasian	0.88661	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.8	0.001	0.9241443	0.00302786	0.007408526	0.004405234	0.001665359	0.0141751	Female	25 - 35	None	None	No	Caucasian	0.8847412	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.8	0.001	0.9293613	0.002978523	0.007004692	0.004351922	0.001635101	0.01410727	Female	25 - 35	None	None	No	Caucasian	0.8830217	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.9	0.001	0.934202	0.002910009	0.006629327	0.00430477	0.001598872	0.01410871	Female	25 - 35	None	None	No	Caucasian	0.8858969	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:02.9	0.001	0.9385828	0.002833694	0.006282682	0.004264665	0.001563084	0.01406571	Female	25 - 35	None	None	No	Caucasian	0.8945748	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.0	0.001	0.942462	0.002758031	0.005985213	0.004234532	0.001532491	0.01399856	Female	25 - 35	None	None	No	Caucasian	0.8757527	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.0	0.001	0.9457999	0.002687538	0.005751406	0.004215512	0.001517676	0.01397991	Female	25 - 35	None	None	No	Caucasian	0.8872072	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.0	0.001	0.9484922	0.002647652	0.005591935	0.004228753	0.001535226	0.01404109	Female	25 - 35	None	None	No	Caucasian	0.8811554	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.1	0.001	0.9498937	0.002657894	0.005647641	0.00430248	0.001626789	0.01432463	Female	25 - 35	None	None	No	Caucasian	0.8826389	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.1	0.001	0.9468274	0.002688305	0.006048185	0.00447312	0.001919669	0.01493248	Female	25 - 35	None	None	No	Caucasian	0.8798218	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.2	0.001	0.9399239	0.00276824	0.006723412	0.004728946	0.002404213	0.01600937	Female	25 - 35	None	None	No	Caucasian	0.8837387	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.2	0.001	0.9262374	0.002995893	0.007822385	0.005068277	0.003107708	0.01745829	Female	25 - 35	None	None	No	Caucasian	0.8906193	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.2	0.001	0.9051486	0.003416389	0.009606874	0.005503397	0.00398379	0.01901671	Female	25 - 35	None	None	No	Caucasian	0.885491	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.3	0.001	0.8780598	0.004010438	0.01183626	0.005973201	0.004932865	0.02048979	Female	25 - 35	None	None	No	Caucasian	0.889003	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.3	0.001	0.8471943	0.004717679	0.01423687	0.006453089	0.005881214	0.02182188	Female	25 - 35	None	None	No	Caucasian	0.8912636	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.4	0.001	0.8126926	0.005535394	0.01688919	0.006926226	0.00683839	0.02315845	Female	25 - 35	None	None	No	Caucasian	0.8821315	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.4	0.001	0.7757713	0.006427024	0.01966495	0.007375861	0.007760403	0.02434018	Female	25 - 35	None	None	No	Caucasian	0.8877935	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.4	0.001	0.7372368	0.007273121	0.02243853	0.007749531	0.008560056	0.02538469	Female	25 - 35	None	None	No	Caucasian	0.8898978	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.5	0.001	0.6976841	0.008059121	0.0252244	0.008057594	0.009196017	0.02628486	Female	25 - 35	None	None	No	Caucasian	0.8977453	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.5	0.001	0.6575677	0.008701103	0.02800121	0.008232769	0.009575612	0.02713908	Female	25 - 35	None	None	No	Caucasian	0.8926002	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.6	0.001	0.6173466	0.009204827	0.03112519	0.008340931	0.009761127	0.02787351	Female	25 - 35	None	None	No	Caucasian	0.8924882	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.6	0.001	0.5776064	0.009527524	0.03450632	0.008664426	0.009817299	0.02853619	Female	25 - 35	None	None	No	Caucasian	0.8939213	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.6	0.001	0.5388894	0.00971024	0.03806889	0.009087982	0.009778005	0.02904005	Female	25 - 35	None	None	No	Caucasian	0.8916468	Open	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.7	0.001	0.5016085	0.009830787	0.04141293	0.009555807	0.009697183	0.02959243	Female	25 - 35	None	None	No	Caucasian	0.9067482	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.7	0.001	0.465894	0.009948235	0.04451577	0.009855585	0.009586171	0.02995511	Female	25 - 35	None	None	No	Caucasian	0.9073302	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.8	0.001	0.4321323	0.01004666	0.04716489	0.009997121	0.009421681	0.0300163	Female	25 - 35	None	None	No	Caucasian	0.902456	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.8	0.001	0.400517	0.010152	0.04924368	0.01005187	0.009259456	0.02986611	Female	25 - 35	None	None	No	Caucasian	0.9065604	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.8	0.001	0.3710245	0.01030669	0.05145592	0.01006315	0.009113805	0.02957758	Female	25 - 35	None	None	No	Caucasian	0.9047862	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.9	0.001	0.3436301	0.01045413	0.0532543	0.01005231	0.00899155	0.02911032	Female	25 - 35	None	None	No	Caucasian	0.9018083	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:03.9	0.001	0.3180366	0.01061252	0.05520314	0.00998558	0.008837663	0.02851862	Female	25 - 35	None	None	No	Caucasian	0.9189083	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:04.0	0.001	0.2944497	0.01081588	0.05706299	0.009937545	0.008756364	0.02785279	Female	25 - 35	None	None	No	Caucasian	0.914138	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
00:04.0	0.001	0.2726246	0.01100547	0.05887086	0.009880649	0.008691366	0.02718811	Female	25 - 35	None	None	No	Caucasian	0.9263816	Closed	Open	Open	Neutral	Neutral	unknown person	No Stimulus	No Event Marker
